0	0
1	1
2	2
3	3
4	3
5	3
6	3
7	4
8	5
9	5
10	5
11	5
12	5
13	5
14	5
15	5
16	5
17	5
18	5
19	5
20	5
21	5
22	5
23	5
24	5
25	5
26	5
27	5
28	5
29	5
30	6
31	7
32	8
33	9
34	10
35	11
36	12
37	13
38	14
39	15
40	16
41	16
42	17
43	18
44	19
45	20
46	21
47	21
48	21
49	21
50	21
51	21
52	21
53	21
54	21
55	21
56	21
57	21
58	21
59	21
60	21
61	21
62	21
63	22
64	22
65	22
66	22
67	22
68	22
69	22
70	22
71	22
72	22
73	22
74	22
75	22
76	22
77	22
78	22
79	22
80	22
81	22
82	22
83	22
84	22
85	22
86	22
87	22
88	22
89	22
90	22
91	22
92	22
93	22
94	22
95	22
96	22
97	22
98	22
99	22
100	22
101	22
102	22
103	22
104	22
105	22
106	22
107	22
108	22
109	22
110	22
111	22
112	22
113	22
114	22
115	22
116	22
117	22
118	22
119	22
120	22
121	22
122	22
123	22
124	22
125	22
126	22
127	22
128	22
129	22
130	22
131	22
132	22
133	22
134	22
135	22
136	22
137	22
138	22
139	22
140	22
141	22
142	22
143	22
144	22
145	22
146	22
147	22
148	22
149	22
150	22
151	22
152	22
153	22
154	22
155	22
156	22
157	22
158	22
159	22
160	22
161	22
162	22
163	22
164	22
165	22
166	22
167	22
168	22
169	22
170	22
171	22
172	22
173	22
174	22
175	22
176	22
177	22
178	22
179	22
180	22
181	22
182	22
183	22
184	22
185	22
186	22
187	22
188	22
189	22
190	22
191	22
192	22
193	22
194	22
195	22
196	22
197	22
198	22
199	22
200	22
201	22
202	22
203	22
204	22
205	22
206	22
207	22
208	22
209	22
210	22
211	22
212	22
213	22
214	22
215	22
216	22
217	22
218	22
219	22
220	22
221	22
222	22
223	22
224	22
225	22
226	22
227	22
228	22
229	22
230	22
231	22
232	22
233	22
234	22
235	22
236	22
237	22
238	22
239	22
240	22
241	22
242	22
243	22
244	22
245	22
246	22
247	22
248	22
249	22
250	22
251	22
252	22
253	22
254	22
255	22
256	22
257	22
258	22
259	22
260	22
261	22
262	22
263	22
264	22
265	22
266	22
267	22
268	22
269	22
270	22
271	22
272	22
273	22
274	22
275	22
276	22
277	22
278	22
279	22
280	22
281	22
282	22
283	22
284	22
285	22
286	22
287	22
288	22
289	22
290	22
291	22
292	22
293	22
294	22
295	22
296	22
297	22
298	22
299	22
300	22
301	22
302	22
303	22
304	22
305	22
306	22
307	22
308	22
309	22
310	22
311	22
312	23
313	24
314	24
315	24
316	24
317	24
318	24
319	24
320	24
321	24
322	24
323	24
324	24
325	24
326	24
327	24
328	24
329	24
330	24
331	24
332	24
333	24
334	24
335	25
336	26
337	27
338	27
339	27
340	27
341	28
342	28
343	28
344	29
345	29
346	29
347	29
348	29
349	29
350	29
351	29
352	29
353	30
354	31
355	32
356	33
357	33
358	33
359	34
360	35
361	36
362	37
363	38
364	39
365	40
366	41
367	42
368	43
369	44
370	45
371	46
372	47
373	48
374	49
375	49
376	50
377	51
378	51
379	51
380	51
381	51
382	51
383	51
384	51
385	52
386	53
387	54
388	54
389	55
390	56
391	57
392	58
393	59
394	60
395	61
396	62
397	62
398	62
399	62
400	62
401	62
402	62
403	62
404	62
405	62
406	62
407	62
408	62
409	62
410	62
411	62
412	62
413	62
414	62
415	62
416	62
417	62
418	62
419	62
420	62
421	62
422	62
423	62
424	62
425	62
426	63
427	63
428	63
429	63
430	63
431	64
432	64
433	28
434	65
435	66
436	67
437	67
438	68
439	69
440	69
441	70
442	70
443	70
444	70
445	70
446	70
447	70
448	70
449	70
450	70
451	70
452	70
453	70
454	70
455	70
456	70
457	70
458	70
459	71
460	72
461	72
462	72
463	72
464	72
465	72
466	72
467	72
468	73
469	73
470	74
