0	0
1	1
2	1
3	1
4	2
5	3
6	3
7	4
8	5
9	5
10	5
11	5
12	5
13	6
14	7
15	8
16	9
17	10
18	10
19	10
20	11
21	12
22	13
23	14
24	15
25	16
26	16
27	16
28	16
29	16
30	16
31	16
32	16
33	16
34	16
35	16
36	16
37	16
38	16
39	17
40	17
41	17
42	17
43	18
44	19
45	20
46	21
47	22
48	23
49	24
50	25
51	0
52	17
53	17
54	26
55	26
56	0
57	17
58	27
59	27
60	27
61	27
62	27
63	28
64	28
65	29
66	29
67	29
68	30
69	30
70	30
71	30
72	30
73	30
74	30
75	31
76	32
77	32
78	32
79	32
80	32
81	32
82	32
83	32
84	32
85	32
86	32
87	32
88	32
89	32
90	32
91	32
92	32
93	32
94	32
95	32
96	32
97	32
98	32
99	32
100	32
101	32
102	32
103	32
104	32
105	32
106	32
107	32
108	32
109	32
110	32
111	32
112	32
113	33
114	33
115	33
116	33
117	33
118	33
119	33
120	33
121	34
122	33
123	33
124	33
125	33
126	35
127	36
128	37
129	38
130	39
131	39
132	39
133	39
134	39
135	39
136	39
137	39
138	39
139	39
140	39
141	39
142	39
143	39
144	39
145	39
146	39
147	39
148	39
149	39
150	39
151	39
152	39
153	40
154	41
155	42
156	34
157	43
158	44
159	45
160	46
161	47
162	48
163	48
164	48
165	48
166	49
167	50
168	51
169	52
170	53
171	54
172	55
173	56
174	57
175	57
176	57
177	57
178	57
179	57
180	57
181	57
182	57
183	58
184	59
185	60
186	61
187	62
188	62
189	62
190	62
191	63
192	64
193	65
194	66
195	67
196	67
197	67
198	67
199	67
200	67
201	67
202	67
203	67
204	67
205	67
206	67
207	68
208	69
209	70
210	71
211	71
212	71
213	72
214	16
215	73
