0	0
1	0
2	1
3	2
4	3
5	4
6	5
7	6
8	7
9	8
10	8
11	8
12	8
13	8
14	8
15	8
16	8
17	9
18	10
19	11
20	12
21	12
22	13
23	13
24	13
25	13
26	13
27	13
28	14
29	15
30	15
31	15
32	16
33	16
34	16
35	16
36	16
37	16
38	16
39	16
40	16
41	16
42	16
43	16
44	16
45	16
46	16
47	16
48	16
49	16
50	16
51	16
52	16
53	16
54	17
55	17
56	17
57	17
58	18
59	19
60	20
61	20
62	20
63	20
64	20
65	20
66	20
67	20
68	20
69	20
70	20
71	21
72	22
73	23
74	23
75	23
76	23
77	24
78	25
79	25
80	12
81	12
82	20
83	12
84	12
85	12
86	12
87	12
88	12
89	12
90	12
91	12
92	12
93	12
94	12
95	12
96	12
97	12
98	12
99	12
100	12
101	12
102	12
103	12
104	12
105	12
106	8
107	12
108	12
109	12
110	12
111	12
112	12
113	12
114	12
115	12
116	12
117	12
118	12
119	12
120	12
121	12
122	12
123	12
124	12
125	12
126	12
127	12
128	12
129	12
130	12
131	12
132	12
133	12
134	12
135	12
136	12
137	12
138	12
139	12
140	12
141	12
142	12
143	12
144	12
145	12
146	12
147	12
148	12
149	12
150	12
151	12
152	12
153	12
154	12
155	12
156	12
157	12
158	12
159	12
160	12
161	12
162	12
163	12
164	12
165	12
166	12
167	12
168	12
169	12
170	12
171	12
172	12
173	12
174	12
175	12
176	12
177	12
178	12
179	12
180	12
181	12
182	12
183	12
184	12
185	12
186	12
187	12
188	12
189	12
190	12
191	12
192	12
193	12
194	12
195	12
196	12
197	12
198	12
199	12
200	12
201	8
202	12
203	12
204	12
205	12
206	12
207	12
208	12
209	12
210	12
211	12
212	26
213	26
214	27
215	27
216	28
217	29
218	30
219	31
220	32
221	33
