0	0
1	0
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	2
12	3
13	4
14	5
15	6
16	6
17	6
18	6
19	6
20	6
21	7
22	8
23	9
24	9
25	10
26	10
27	11
28	12
29	12
30	12
31	13
32	13
33	14
34	15
35	16
36	16
37	17
38	18
39	19
40	20
41	20
42	20
43	20
44	20
45	20
46	20
47	20
48	20
49	21
50	21
51	21
52	21
53	21
54	21
55	21
56	21
57	21
58	21
59	21
60	21
61	21
62	21
63	21
64	21
65	21
66	21
67	21
68	21
69	21
70	21
71	21
72	21
73	21
74	21
75	21
76	21
77	21
78	21
79	21
80	21
81	21
82	21
83	21
84	21
85	21
86	21
87	21
88	21
89	21
90	21
91	21
92	21
93	21
94	21
95	21
96	21
97	21
98	21
99	21
100	21
101	21
102	21
103	21
104	21
105	21
106	21
107	21
108	21
109	21
110	21
111	21
112	21
113	21
114	21
115	21
116	21
117	21
118	21
119	21
120	21
121	21
122	21
123	21
124	21
125	21
126	21
127	21
128	21
129	21
130	21
131	21
132	21
133	21
134	21
135	21
136	21
137	21
138	21
139	21
140	21
141	21
142	21
143	21
144	21
145	21
146	21
147	21
148	21
149	21
150	21
151	21
152	21
153	21
154	21
155	21
156	21
157	21
158	21
159	21
160	21
161	21
162	21
163	21
164	21
165	21
166	21
167	21
168	21
169	21
170	21
171	21
172	21
173	21
174	21
175	21
176	21
177	21
178	21
179	21
180	21
181	21
182	21
183	21
184	21
185	21
186	21
187	21
188	21
189	21
190	21
191	21
192	21
193	21
194	21
195	21
196	21
197	21
198	21
199	21
200	21
201	21
202	21
203	21
204	21
205	22
206	22
207	22
208	22
209	22
210	22
211	22
212	22
213	22
214	22
215	22
216	22
217	22
218	22
219	22
220	22
221	22
222	23
223	24
224	25
225	26
226	27
